Sentence,Sentiment,Cleaned_Sentence,Is_Augmented,Technique
of course weather was a joke 43 beats 5 degrees in phl snowmanwithoutsnow sun,neutral,of the weather was a joke 43 beats 5 seconds in phl snowmanwithoutsnow sun,True,bert_paraphrasing
@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,negative,when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up,False,original
@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!,positive,we were able to get on the moon flight just got to our hotel in puerto rico thank you,False,original
@SouthwestAir any particular reason it's 20+ minutes and counting to speak to a human being?,negative,any particular reason its 20 minutes and counting to speak to a human being,False,original
no did not catch his name i am sure jason will know,neutral,no did not catch his constitute i am sure jason will know,True,synonym_replacement
"@united it was an international flight, and we didn't get our new eta until we were in the air.",negative,it was an international flight and we didnt get our new eta until we were in the air,False,original
can you follow back for a quick dm swfollowed,neutral,can you follow back for a quick walk swfollowed,True,bert_paraphrasing
@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?,negative,not one of my four flights this trip has been on time what the hell is your companies problem,False,original
many trips coming up i will see you soon grinningfacewithbigeyes,positive,many get off coming up i will see you soon grinningfacewithbigeyes,True,synonym_replacement
@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,positive,that would be great thank you ill send it over when you follow,False,original
"@JetBlue not ok to Cancelled Flight flight 1274 tmrw for ""weather"" &amp; to rebook 4 flight the next day when there is flight tmrw night. no compensation?",negative,not ok to cancelled flight flight 1274 tmrw for weather amp to rebook 4 flight the next day when there is flight tmrw night no compensation,False,original
@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better,negative,holding 30 min and listening to your shitty ads on repeat for your credit make me hate your airline even more is better,False,original
@united that's not good enough for all of us affected by the awful organization and timing and have now been set back,negative,thats not good enough for all of us affected by the awful organization and timing and have now been set back,False,original
"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first.",neutral,ah that would explain why crew didnt seem particularly distressed when we pointed it out it was a little startling at first,False,original
it was booked through work but added upgrade on seat need the upgrade receipt,positive,it was booked through work but added upgrade on seat for the same receipt,True,bert_paraphrasing
traveling from fra thru iad to mco tomorrow concerned abt iad weather cant change until advisory issued any advice,neutral,traveling from fra thru iad to mco were concerned abt iad weather would change until advisory issued any advice,True,bert_paraphrasing
of my tray table is broken what do i do,neutral,of my tray table is discontinue what do i do,True,synonym_replacement
is rising like the sun at dca this morning members have the best view avgeek,positive,is rising like the sun at team this present members have the best view avgeek,True,bert_paraphrasing
@SouthwestAir 20 minutes on hold waiting is ridiculous......,negative,20 minutes on hold waiting is ridiculous,False,original
i am going to a service desk now to see what the options are,neutral,i am station to a service going now to see what the options are,True,bert_paraphrasing
all good beers and oscars2015 ar dia,positive,all good beers defense intelligence agency and oscars2015 ar dia,True,random_insertion
@AmericanAir I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?,negative,i need to change a ticket and my res cant be changed online i also cant get a call through due to high volumecan u help,False,original
@USAirways I am in meetings in California and have no luggage!!,negative,i am in meetings in california and have no luggage,False,original
.@JetBlue process begins 6:48,neutral,process begins 648,False,original
is there special assistance if i travel alone w2 kids and 1 infant priority boarding,neutral,is there special assistance if i travel alone 1 3 and 1 infant priority boarding,True,bert_paraphrasing
gee thats like almost caring about ppl more than think im more int in having a trusted adult w daughter,neutral,but thats like almost caring about me more than think im more int in having a trusted brother w daughter,True,bert_paraphrasing
@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,positive,thanks connection thru nashville have a1 boarding pass get to dallas gate boarding 40 min before flt get end of b group,False,original
@united worked out after all. Thanks for your immediate reply!!,positive,worked out after all thanks for your immediate reply,False,original
