Sentence,Sentiment,Cleaned_Sentence
@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,neutral,with 3 kids and 11 days 340 doesnt work and its months in advance
@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,neutral,i have a 0530 flight out of dfw on tuesday how far in advance will you give notice if cancelled flightled
@USAirways thanks! Made it safely! http://t.co/KCqeBEej7S,positive,thanks made it safely
"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?",negative,your website has now reverted my 1st flight to only a 5minute delay but its changed so is that reliable information
@united 1 hour since boarding began and we're still sitting at the gate.  #UA507,negative,1 hour since boarding began and were still sitting at the gate ua507
@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better,negative,holding 30 min and listening to your shitty ads on repeat for your credit make me hate your airline even more is better
@united happens every time in and out of Newark.,neutral,happens every time in and out of newark
"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?",negative,we are on the 2pm flight fll to phl and then connection to man however with the delays we might miss it can we go earlier
@JetBlue Ok. Thanks for your help.,positive,ok thanks for your help
"@united yes, Thx! At 10:35 (landed at 9:20).",positive,yes thx at 1035 landed at 920
@AmericanAir Gabriela in Miami is a very rude employee.Working the MIA-LGA check In. She made experience unpleasant.  #customerexperience,negative,gabriela in miami is a very rude employeeworking the mialga check in she made experience unpleasant customerexperience
"@JetBlue Change in the Air for Travelers, Investors - @BloombergNews http://t.co/6redD3vC73",neutral,change in the air for travelers investors
@USAirways absolutely,neutral,absolutely
@VirginAmerica wifi AND better seating.,positive,wifi and better seating
@SouthwestAir I'm sorry for straying and going with @AmericanAir I've learned my lesson. These attendants need some SW happiness!,negative,im sorry for straying and going with ive learned my lesson these attendants need some sw happiness
@SouthwestAir 20 minutes on hold waiting is ridiculous......,negative,20 minutes on hold waiting is ridiculous
@JetBlue we need an ETA please,negative,we need an eta please
@AmericanAir 3 months of straight travel ahead. Time to find new airline.,negative,3 months of straight travel ahead time to find new airline
"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks",negative,dtv doesnt work pilots late flight wont let 10yr old fly next 2 me and i paid 4 an upgrade unitedsucks
@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!,positive,its not often that an airline is so easy to work with i needed to change my flight time and the attendants at mke made my day
@JetBlue hope so! looks nice and warm in San Juan 🌴,neutral,hope so looks nice and warm in san juan palmtree
"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses.",positive,thats ok thanks for letting me know appreciate all the responses
@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎,negative,great my flight is delayed three hours now my friend has to wait for me at the airport for hours on her birthday unamusedface thumbsdown
"@AmericanAir Thank you for the worst experience ever on an airline, from me to you, I hope your embarrassed as an airline. Pathetic",negative,thank you for the worst experience ever on an airline from me to you i hope your embarrassed as an airline pathetic
@AmericanAir I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?,negative,i need to change a ticket and my res cant be changed online i also cant get a call through due to high volumecan u help
"@SouthwestAir, rude customer svc, won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers. #badservice",negative,rude customer svc wont accommodate an earlier flight wo 400 charge us mail takes priority over customers badservice
"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable.",negative,great im guessing you were late flight to open service is horrible youre overcharging and dont care that everyone is miserable
@united what gate is ua5396 leaving from?,neutral,what gate is ua5396 leaving from
@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,neutral,i know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours foldedhands
"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback",negative,stopped flying 1 yr ago bc of aggressive policy on carryon listening to pssngrs forced to chknotcomingback
"@united I can tell you. Your airline has lost mine and my families business. 
This day and age message through Twitter travels fast.",negative,i can tell you your airline has lost mine and my families business this day and age message through twitter travels fast
@usairways I have been on hold for over 3 hours.  Please help! http://t.co/tyXAZtMQ1U,negative,i have been on hold for over 3 hours please help
@USAirways can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS.,negative,can you please help me find my luggage since youre the one who lost it your customer service sucks
@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,negative,im tired of paying for luggage amp less than stellar customer service notafanofyourmerger
@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,neutral,i believe that the website said i could receive credit for upcoming flights since i cancelled flighted my last one is this true
@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx,negative,some woman gets on plane and holds 2 seats in the bulkhead for her friends with c boarding passes i paid earlybird thx
